LGA_CODE_2016,LGA_NAME_2016,SSC_CODE_2016,SSC_NAME_2016,STATE_NAME
22490,Golden Plains (S),22793,WINGEEL,Victoria
22490,Golden Plains (S),20666,CRESSY,Victoria
22620,Greater Bendigo (C),20207,BENDIGO,Victoria
22620,Greater Bendigo (C),21525,LONG GULLY,Victoria
22620,Greater Bendigo (C),21951,NORTH BENDIGO,Victoria
22620,Greater Bendigo (C),21051,GOLDEN SQUARE,Victoria
22620,Greater Bendigo (C),22740,WEST BENDIGO,Victoria
22620,Greater Bendigo (C),21232,IRONBARK,Victoria
22620,Greater Bendigo (C),20817,EAGLEHAWK,Victoria
22620,Greater Bendigo (C),20442,CALIFORNIA GULLY,Victoria
22620,Greater Bendigo (C),21241,JACKASS FLAT,Victoria
22620,Greater Bendigo (C),22213,SAILORS GULLY,Victoria
22620,Greater Bendigo (C),20822,EAST BENDIGO,Victoria
22620,Greater Bendigo (C),22362,STRATHDALE,Victoria
22620,Greater Bendigo (C),21318,KENNINGTON,Victoria
22620,Greater Bendigo (C),20925,FLORA HILL,Victoria
22620,Greater Bendigo (C),22309,SPRING GULLY,Victoria
22620,Greater Bendigo (C),22122,QUARRY HILL,Victoria
22620,Greater Bendigo (C),21048,GOLDEN GULLY,Victoria
22620,Greater Bendigo (C),21285,KANGAROO FLAT,Victoria
22620,Greater Bendigo (C),21271,JUNORTOUN,Victoria
22620,Greater Bendigo (C),22365,STRATHFIELDSAYE,Victoria
22620,Greater Bendigo (C),21210,HUNTLY,Victoria
22620,Greater Bendigo (C),22753,WHIPSTICK,Victoria
22620,Greater Bendigo (C),22755,WHITE HILLS,Victoria
22620,Greater Bendigo (C),20873,EPSOM,Victoria
22620,Greater Bendigo (C),22727,WELLSFORD,Victoria
22620,Greater Bendigo (C),20073,ASCOT,Victoria
22620,Greater Bendigo (C),20098,BAGSHOT,Victoria
22620,Greater Bendigo (C),21211,HUNTLY NORTH,Victoria
22620,Greater Bendigo (C),22831,WOODVALE,Victoria
22620,Greater Bendigo (C),20818,EAGLEHAWK NORTH,Victoria
22620,Greater Bendigo (C),21564,MAIDEN GULLY,Victoria
22620,Greater Bendigo (C),20234,BIG HILL,Victoria
22620,Greater Bendigo (C),21601,MARONG,Victoria
22620,Greater Bendigo (C),21845,MYERS FLAT,Victoria
22620,Greater Bendigo (C),21519,LOCKWOOD,Victoria
22620,Greater Bendigo (C),21520,LOCKWOOD SOUTH,Victoria
22620,Greater Bendigo (C),21475,LEICHARDT,Victoria
22620,Greater Bendigo (C),22130,RAVENSWOOD,Victoria
22620,Greater Bendigo (C),21580,MANDURANG,Victoria
22620,Greater Bendigo (C),21527,LONGLEA,Victoria
22620,Greater Bendigo (C),20864,EMU CREEK,Victoria
22620,Greater Bendigo (C),21062,GOORNONG,Victoria
22620,Greater Bendigo (C),20856,ELMORE,Victoria
22620,Greater Bendigo (C),21849,MYRTLE CREEK,Victoria
22620,Greater Bendigo (C),20091,AXE CREEK,Victoria
22620,Greater Bendigo (C),20871,EPPALOCK,Victoria
22620,Greater Bendigo (C),21663,MIA MIA,Victoria
22620,Greater Bendigo (C),20936,FOSTERVILLE,Victoria
22620,Greater Bendigo (C),22246,SEDGWICK,Victoria
22620,Greater Bendigo (C),22142,REDESDALE,Victoria
22620,Greater Bendigo (C),20064,ARGYLE,Victoria
22620,Greater Bendigo (C),21151,HEATHCOTE,Victoria
22620,Greater Bendigo (C),21769,MOUNT CAMEL,Victoria
22620,Greater Bendigo (C),22141,REDCASTLE,Victoria
22620,Greater Bendigo (C),22525,TOOLLEEN,Victoria
22620,Greater Bendigo (C),20092,AXEDALE,Victoria
22620,Greater Bendigo (C),20144,BARNADOWN,Victoria
22620,Greater Bendigo (C),21348,KIMBOLTON,Victoria
22620,Greater Bendigo (C),20089,AVONMORE,Victoria
22620,Greater Bendigo (C),21130,HARCOURT NORTH,Victoria
22620,Greater Bendigo (C),22785,WILSONS HILL,Victoria
22620,Greater Bendigo (C),22260,SHELBOURNE,Victoria
22620,Greater Bendigo (C),22243,SEBASTIAN,Victoria
22620,Greater Bendigo (C),21207,HUNTER,Victoria
22620,Greater Bendigo (C),21281,KAMAROOKA,Victoria
22620,Greater Bendigo (C),20791,DRUMMARTIN,Victoria
22620,Greater Bendigo (C),21365,KNOWSLEY,Victoria
22620,Greater Bendigo (C),21900,NEILBOROUGH,Victoria
22620,Greater Bendigo (C),21581,MANDURANG SOUTH,Victoria
22620,Greater Bendigo (C),20099,BAGSHOT NORTH,Victoria
22620,Greater Bendigo (C),22134,RAYWOOD,Victoria
22620,Greater Bendigo (C),20738,DERRINAL,Victoria
22620,Greater Bendigo (C),21413,LADYS PASS,Victoria
22620,Greater Bendigo (C),21424,LAKE EPPALOCK,Victoria
22620,Greater Bendigo (C),20648,COSTERFIELD,Victoria
22670,Greater Dandenong (C),21941,NOBLE PARK NORTH,Victoria
22670,Greater Dandenong (C),20702,DANDENONG,Victoria
22670,Greater Dandenong (C),20703,DANDENONG NORTH,Victoria
22670,Greater Dandenong (C),20704,DANDENONG SOUTH,Victoria
22670,Greater Dandenong (C),21940,NOBLE PARK,Victoria
22670,Greater Dandenong (C),21331,KEYSBOROUGH,Victoria
22670,Greater Dandenong (C),22317,SPRINGVALE,Victoria
22670,Greater Dandenong (C),22318,SPRINGVALE SOUTH,Victoria
22670,Greater Dandenong (C),20130,BANGHOLME,Victoria
22750,Greater Geelong (C),21484,LEOPOLD,Victoria
22750,Greater Geelong (C),22320,ST ALBANS PARK,Victoria
22750,Greater Geelong (C),22760,WHITTINGTON,Victoria
22750,Greater Geelong (C),21725,MOOLAP,Victoria
22750,Greater Geelong (C),21913,NEWCOMB,Victoria
22750,Greater Geelong (C),21122,HAMLYN HEIGHTS,Victoria
22750,Greater Geelong (C),21460,LARA,Victoria
22750,Greater Geelong (C),21948,NORLANE,Victoria
22750,Greater Geelong (C),20636,CORIO,Victoria
22750,Greater Geelong (C),21955,NORTH SHORE,Victoria
22750,Greater Geelong (C),20190,BELL PARK,Victoria
22750,Greater Geelong (C),21953,NORTH GEELONG,Victoria
22750,Greater Geelong (C),20191,BELL POST HILL,Victoria
22750,Greater Geelong (C),21165,HERNE HILL,Victoria
22750,Greater Geelong (C),21534,LOVELY BANKS,Victoria
22750,Greater Geelong (C),22166,RIPPLESIDE,Victoria
22750,Greater Geelong (C),20164,BATESFORD,Victoria
22750,Greater Geelong (C),20953,FYANSFORD,Victoria
22750,Greater Geelong (C),21736,MOORABOOL,Victoria
22750,Greater Geelong (C),20966,GEELONG,Victoria
22750,Greater Geelong (C),20823,EAST GEELONG,Victoria
22750,Greater Geelong (C),20324,BREAKWATER,Victoria
22750,Greater Geelong (C),22297,SOUTH GEELONG,Victoria
22750,Greater Geelong (C),22494,THOMSON,Victoria
22750,Greater Geelong (C),20967,GEELONG WEST,Victoria
22750,Greater Geelong (C),21583,MANIFOLD HEIGHTS,Victoria
22750,Greater Geelong (C),20790,DRUMCONDRA,Victoria
22750,Greater Geelong (C),21926,NEWTOWN,Victoria
22750,Greater Geelong (C),21178,HIGHTON,Victoria
22750,Greater Geelong (C),20200,BELMONT,Victoria
22750,Greater Geelong (C),22656,WANDANA HEIGHTS,Victoria
22750,Greater Geelong (C),21106,GROVEDALE,Victoria
22750,Greater Geelong (C),22717,WAURN PONDS,Victoria
22750,Greater Geelong (C),21604,MARSHALL,Victoria
22750,Greater Geelong (C),20617,CONNEWARRE,Victoria
22750,Greater Geelong (C),21778,MOUNT DUNEED,Victoria
22750,Greater Geelong (C),20524,CERES,Victoria
22750,Greater Geelong (C),20530,CHARLEMONT,Victoria
22750,Greater Geelong (C),21220,INDENTED HEAD,Victoria
22750,Greater Geelong (C),22335,ST LEONARDS,Victoria
22750,Greater Geelong (C),20572,CLIFTON SPRINGS,Victoria
22750,Greater Geelong (C),22097,PORTARLINGTON,Victoria
22750,Greater Geelong (C),22076,POINT LONSDALE,Victoria
22750,Greater Geelong (C),20796,DRYSDALE,Victoria
22750,Greater Geelong (C),21993,OCEAN GROVE,Victoria
22750,Greater Geelong (C),22650,WALLINGTON,Victoria
22750,Greater Geelong (C),20161,BARWON HEADS,Victoria
22750,Greater Geelong (C),20692,CURLEWIS,Victoria
22750,Greater Geelong (C),20325,BREAMLEA,Victoria
22750,Greater Geelong (C),20192,BELLARINE,Victoria
22750,Greater Geelong (C),21584,MANNERIM,Victoria
22750,Greater Geelong (C),21590,MARCUS HILL,Victoria
22750,Greater Geelong (C),20084,AVALON,Victoria
22750,Greater Geelong (C),20041,ANAKIE,Victoria
22750,Greater Geelong (C),21511,LITTLE RIVER,Victoria
22750,Greater Geelong (C),22341,STAUGHTON VALE,Victoria
22750,Greater Geelong (C),20114,BALLIANG,Victoria
22750,Greater Geelong (C),22077,POINT WILSON,Victoria
22830,Greater Shepparton (C),21077,GRAHAMVALE,Victoria
22830,Greater Shepparton (C),21332,KIALLA,Victoria
22830,Greater Shepparton (C),22265,SHEPPARTON EAST,Victoria
22830,Greater Shepparton (C),22264,SHEPPARTON,Victoria
22830,Greater Shepparton (C),21478,LEMNOS,Victoria
22830,Greater Shepparton (C),21744,MOOROOPNA,Victoria
22830,Greater Shepparton (C),22521,TOOLAMBA,Victoria
22830,Greater Shepparton (C),21745,MOOROOPNA NORTH,Victoria
22830,Greater Shepparton (C),22005,ORRVALE,Victoria
22830,Greater Shepparton (C),22266,SHEPPARTON NORTH,Victoria
22830,Greater Shepparton (C),20616,CONGUPNA,Victoria
22830,Greater Shepparton (C),22456,TATURA EAST,Victoria
22830,Greater Shepparton (C),20062,ARDMONA,Victoria
22830,Greater Shepparton (C),22062,PINE LODGE,Victoria
22830,Greater Shepparton (C),21333,KIALLA EAST,Victoria
22830,Greater Shepparton (C),22622,VIOLET TOWN,Victoria
22830,Greater Shepparton (C),20771,DOOKIE,Victoria
22830,Greater Shepparton (C),21301,KATANDRA WEST,Victoria
22830,Greater Shepparton (C),22419,TALLYGAROOPNA,Victoria
22830,Greater Shepparton (C),20391,BUNBARTHA,Victoria
22830,Greater Shepparton (C),22928,ZEERUST,Victoria
22830,Greater Shepparton (C),21594,MARIONVALE,Victoria
22830,Greater Shepparton (C),21606,MARUNGI,Victoria
22830,Greater Shepparton (C),21300,KATANDRA,Victoria
22830,Greater Shepparton (C),20646,COSGROVE,Victoria
22830,Greater Shepparton (C),20315,BOXWOOD,Victoria
22830,Greater Shepparton (C),20772,DOOKIE COLLEGE,Victoria
22830,Greater Shepparton (C),21857,NALINGA,Victoria
22830,Greater Shepparton (C),22346,STEWARTON,Victoria
22830,Greater Shepparton (C),21790,MOUNT MAJOR,Victoria
22830,Greater Shepparton (C),21571,MAJOR PLAINS,Victoria
22830,Greater Shepparton (C),20647,COSGROVE SOUTH,Victoria
22830,Greater Shepparton (C),22426,TAMLEUGH NORTH,Victoria
22830,Greater Shepparton (C),21296,KARRAMOMUS,Victoria
22830,Greater Shepparton (C),21334,KIALLA WEST,Victoria
22830,Greater Shepparton (C),20055,ARCADIA,Victoria
22830,Greater Shepparton (C),20461,CANIAMBO,Victoria
22830,Greater Shepparton (C),21074,GOWANGARDIE,Victoria
22830,Greater Shepparton (C),21654,MERRIGUM,Victoria
22830,Greater Shepparton (C),22455,TATURA,Victoria
22830,Greater Shepparton (C),21445,LANCASTER,Victoria
22830,Greater Shepparton (C),20989,GILLIESTON,Victoria
22830,Greater Shepparton (C),21820,MURCHISON,Victoria
22830,Greater Shepparton (C),22522,TOOLAMBA WEST,Victoria
22830,Greater Shepparton (C),20622,COOMBOONA,Victoria
22830,Greater Shepparton (C),21822,MURCHISON NORTH,Victoria
22830,Greater Shepparton (C),21135,HARSTON,Victoria
22830,Greater Shepparton (C),21746,MOOROOPNA NORTH WEST,Victoria
22830,Greater Shepparton (C),20434,BYRNESIDE,Victoria
22830,Greater Shepparton (C),20745,DHURRINGILE,Victoria
22830,Greater Shepparton (C),22598,UNDERA,Victoria
22830,Greater Shepparton (C),21821,MURCHISON EAST,Victoria
22830,Greater Shepparton (C),21738,MOORILIM,Victoria
22830,Greater Shepparton (C),21405,KYABRAM SOUTH,Victoria
22830,Greater Shepparton (C),21404,KYABRAM,Victoria
22830,Greater Shepparton (C),20621,COOMA,Victoria
22830,Greater Shepparton (C),22327,ST GERMAINS,Victoria
22910,Hepburn (S),22564,TRENTHAM,Victoria
22910,Hepburn (S),20792,DRUMMOND,Victoria
22910,Hepburn (S),22751,WHEATSHEAF,Victoria
22910,Hepburn (S),20716,DAYLESFORD,Victoria
22910,Hepburn (S),21164,HEPBURN SPRINGS,Victoria
22910,Hepburn (S),20623,COOMOORA,Victoria
22910,Hepburn (S),22089,PORCUPINE RIDGE,Victoria
22910,Hepburn (S),21163,HEPBURN,Victoria
22910,Hepburn (S),22887,YANDOIT,Victoria
22910,Hepburn (S),20382,BULLARTO,Victoria
22910,Hepburn (S),20795,DRY DIGGINGS,Victoria
22910,Hepburn (S),21031,GLENLYON,Victoria
22910,Hepburn (S),20843,EGANSTOWN,Victoria
22910,Hepburn (S),20847,ELEVATED PLAINS,Victoria
22910,Hepburn (S),20793,DRUMMOND NORTH,Victoria
22910,Hepburn (S),22310,SPRING HILL,Victoria
22910,Hepburn (S),21952,NORTH BLACKWOOD,Victoria
22910,Hepburn (S),21840,MUSK VALE,Victoria
22910,Hepburn (S),20581,CLYDESDALE,Victoria
22910,Hepburn (S),22356,STRANGWAYS,Victoria
22910,Hepburn (S),21912,NEWBURY,Victoria
22910,Hepburn (S),21547,LYONVILLE,Victoria
22910,Hepburn (S),22212,SAILORS FALLS,Victoria
22910,Hepburn (S),21480,LEONARDS HILL,Victoria
22910,Hepburn (S),21108,GUILDFORD,Victoria
22910,Hepburn (S),21784,MOUNT FRANKLIN,Victoria
22910,Hepburn (S),22214,SAILORS HILL,Victoria
22910,Hepburn (S),20732,DENVER,Victoria
22910,Hepburn (S),21839,MUSK,Victoria
22910,Hepburn (S),20383,BULLARTO SOUTH,Victoria
22910,Hepburn (S),21510,LITTLE HAMPTON,Victoria
22910,Hepburn (S),22584,TYLDEN,Victoria
22910,Hepburn (S),20906,FERN HILL,Victoria
22910,Hepburn (S),22565,TRENTHAM EAST,Victoria
22910,Hepburn (S),20940,FRANKLINFORD,Victoria
22910,Hepburn (S),22263,SHEPHERDS FLAT,Victoria
22910,Hepburn (S),21382,KOOROOCHEANG,Victoria
22910,Hepburn (S),20162,BASALT,Victoria
22910,Hepburn (S),20667,CRESWICK,Victoria
22910,Hepburn (S),20352,BROOMFIELD,Victoria
22910,Hepburn (S),21356,KINGSTON,Victoria
22910,Hepburn (S),20436,CABBAGE TREE,Victoria
22910,Hepburn (S),22282,SMEATON,Victoria
22910,Hepburn (S),20258,BLAMPIED,Victoria
22910,Hepburn (S),21920,NEWLYN NORTH,Victoria
22910,Hepburn (S),20457,CAMPBELLTOWN,Victoria
22910,Hepburn (S),21021,GLENGOWER,Victoria
22910,Hepburn (S),22377,SULKY,Victoria
22910,Hepburn (S),20028,ALLENDALE,Victoria
22910,Hepburn (S),21761,MOUNT BECKWORTH,Victoria
22910,Hepburn (S),20888,EVANSFORD,Victoria
22910,Hepburn (S),20801,DUNACH,Victoria
22910,Hepburn (S),22593,ULLINA,Victoria
22910,Hepburn (S),21471,LAWRENCE,Victoria
22910,Hepburn (S),20668,CRESWICK NORTH,Victoria
22910,Hepburn (S),22735,WERONA,Victoria
22910,Hepburn (S),21712,MOLLONGGHIP,Victoria
22910,Hepburn (S),21452,LANGDONS HILL,Victoria
22910,Hepburn (S),21796,MOUNT PROSPECT,Victoria
22910,Hepburn (S),22176,ROCKLYN,Victoria
22910,Hepburn (S),21919,NEWLYN,Victoria
22910,Hepburn (S),22316,SPRINGMOUNT,Victoria
22910,Hepburn (S),22285,SMOKEYTOWN,Victoria
22910,Hepburn (S),20717,DEAN,Victoria
22910,Hepburn (S),22713,WATTLE FLAT,Victoria
22980,Hindmarsh (S),21927,NHILL,Victoria
22980,Hindmarsh (S),22125,RAINBOW,Victoria
22980,Hindmarsh (S),20750,DIMBOOLA,Victoria
22980,Hindmarsh (S),21256,JEPARIT,Victoria
22980,Hindmarsh (S),21509,LITTLE DESERT,Victoria
22980,Hindmarsh (S),20047,ANTWERP,Victoria
22980,Hindmarsh (S),20233,BIG DESERT,Victoria
22980,Hindmarsh (S),20353,BROUGHTON,Victoria
22980,Hindmarsh (S),22884,YANAC,Victoria
22980,Hindmarsh (S),21335,KIATA,Victoria
22980,Hindmarsh (S),20977,GERANG GERUNG,Victoria
22980,Hindmarsh (S),21533,LORQUON,Victoria
22980,Hindmarsh (S),21907,NETHERBY,Victoria
22980,Hindmarsh (S),21025,GLENLEE,Victoria
22980,Hindmarsh (S),22443,TARRANYURK,Victoria
22980,Hindmarsh (S),21315,KENMARE,Victoria
23110,Hobsons Bay (C),20350,BROOKLYN,Victoria
23110,Hobsons Bay (C),20036,ALTONA NORTH,Victoria
23110,Hobsons Bay (C),20034,ALTONA,Victoria
23110,Hobsons Bay (C),22239,SEAHOLME,Victoria
23110,Hobsons Bay (C),21467,LAVERTON,Victoria
23110,Hobsons Bay (C),20035,ALTONA MEADOWS,Victoria
23110,Hobsons Bay (C),22236,SEABROOK,Victoria
23110,Hobsons Bay (C),21922,NEWPORT,Victoria
23110,Hobsons Bay (C),22778,WILLIAMSTOWN,Victoria
23110,Hobsons Bay (C),22779,WILLIAMSTOWN NORTH,Victoria
23110,Hobsons Bay (C),22308,SPOTSWOOD,Victoria
23110,Hobsons Bay (C),22298,SOUTH KINGSVILLE,Victoria
23190,Horsham (RC),21197,HORSHAM,Victoria
23190,Horsham (RC),21887,NATIMUK,Victoria
23190,Horsham (RC),20797,DUCHEMBEGARRA,Victoria
23190,Horsham (RC),21698,MITRE,Victoria
23190,Horsham (RC),20794,DRUNG,Victoria
23190,Horsham (RC),22519,TOOAN,Victoria
23190,Horsham (RC),22527,TOOLONDO,Victoria
23190,Horsham (RC),21947,NORADJUHA,Victoria
23190,Horsham (RC),21283,KANAGULK,Victoria
23190,Horsham (RC),20568,CLEAR LAKE,Victoria
23190,Horsham (RC),21977,NURRABIEL,Victoria
23190,Horsham (RC),20401,BUNGALALLY,Victoria
23190,Horsham (RC),22330,ST HELENS PLAINS,Victoria
23190,Horsham (RC),22468,TELANGATUK EAST,Victoria
23190,Horsham (RC),22633,WAIL,Victoria
23190,Horsham (RC),21139,HAVEN,Victoria
23190,Horsham (RC),21616,MCKENZIE CREEK,Victoria
23190,Horsham (RC),22815,WONWONDAH,Victoria
23190,Horsham (RC),22060,PIMPINIO,Victoria
23190,Horsham (RC),20770,DOOEN,Victoria
23190,Horsham (RC),22168,RIVERSIDE,Victoria
23190,Horsham (RC),21536,LOWER NORTON,Victoria
23190,Horsham (RC),22121,QUANTONG,Victoria
23190,Horsham (RC),22611,VECTIS,Victoria
23190,Horsham (RC),21269,JUNG,Victoria
23190,Horsham (RC),20776,DOUGLAS,Victoria
23190,Horsham (RC),21417,LAHARUM,Victoria
23190,Horsham (RC),20694,DADSWELLS BRIDGE,Victoria
23190,Horsham (RC),21701,MOCKINYA,Victoria
23190,Horsham (RC),21827,MURRA WARRA,Victoria
23190,Horsham (RC),21277,KALKEE,Victoria
23190,Horsham (RC),22700,WARTOOK,Victoria
23270,Hume (C),20453,CAMPBELLFIELD,Victoria
23270,Hume (C),20344,BROADMEADOWS,Victoria
23270,Hume (C),20697,DALLAS,Victoria
23270,Hume (C),20620,COOLAROO,Victoria
23270,Hume (C),21239,JACANA,Victoria
23270,Hume (C),21624,MEADOW HEIGHTS,Victoria
23270,Hume (C),20997,GLADSTONE PARK,Victoria
23270,Hume (C),22747,WESTMEADOWS,Victoria
23270,Hume (C),22573,TULLAMARINE,Victoria
23270,Hume (C),21630,MELBOURNE AIRPORT,Victoria
23270,Hume (C),20903,FAWKNER,Victoria
23270,Hume (C),22197,ROXBURGH PARK,Victoria
23270,Hume (C),22293,SOMERTON,Victoria
23270,Hume (C),20081,ATTWOOD,Victoria
23270,Hume (C),21097,GREENVALE,Victoria
23270,Hume (C),20657,CRAIGIEBURN,Victoria
23270,Hume (C),20379,BULLA,Victoria
23270,Hume (C),21664,MICKLEHAM,Victoria
23270,Hume (C),21276,KALKALLO,Victoria
23270,Hume (C),22926,YUROKE,Victoria
23270,Hume (C),21987,OAKLANDS JUNCTION,Victoria
23270,Hume (C),21306,KEILOR,Victoria
23270,Hume (C),22379,SUNBURY,Victoria
23270,Hume (C),22770,WILDWOOD,Victoria
23270,Hume (C),20748,DIGGERS REST,Victoria
23270,Hume (C),20564,CLARKEFIELD,Victoria
23350,Indigo (S),20145,BARNAWARTHA,Victoria
23350,Indigo (S),20185,BEECHWORTH,Victoria
23350,Indigo (S),22874,YACKANDANDAH,Victoria
23350,Indigo (S),21336,KIEWA,Victoria
23350,Indigo (S),22429,TANGAMBALANGA,Victoria
23350,Indigo (S),20548,CHILTERN,Victoria
23350,Indigo (S),21322,KERGUNYAH,Victoria
23350,Indigo (S),22338,STAGHORN FLAT,Victoria
23350,Indigo (S),20356,BRUARONG,Victoria
23350,Indigo (S),21221,INDIGO VALLEY,Victoria
23350,Indigo (S),20639,CORNISHTOWN,Victoria
23350,Indigo (S),20549,CHILTERN VALLEY,Victoria
23350,Indigo (S),20355,BROWNS PLAINS,Victoria
23350,Indigo (S),22340,STANLEY,Victoria
23350,Indigo (S),20531,CHARLEROI,Victoria
23350,Indigo (S),22224,SANDY CREEK,Victoria
23350,Indigo (S),22838,WOORAGEE,Victoria
26700,Wangaratta (RC),20846,ELDORADO,Victoria
23350,Indigo (S),20026,ALLANS FLAT,Victoria
23350,Indigo (S),21110,GUNDOWRING,Victoria
23350,Indigo (S),22006,OSBORNES FLAT,Victoria
23350,Indigo (S),21212,HUON,Victoria
23350,Indigo (S),22631,WAHGUNYAH,Victoria
23350,Indigo (S),22206,RUTHERGLEN,Victoria
23350,Indigo (S),20339,BRIMIN,Victoria
23350,Indigo (S),20494,CARLYLE,Victoria
23350,Indigo (S),21950,NORONG,Victoria
23350,Indigo (S),21494,LILLIPUT,Victoria
23350,Indigo (S),21060,GOORAMADDA,Victoria
23430,Kingston (C) (Vic.),22025,PARKDALE,Victoria
23430,Kingston (C) (Vic.),20752,DINGLEY VILLAGE,Victoria
23430,Kingston (C) (Vic.),20567,CLAYTON SOUTH,Victoria
23430,Kingston (C) (Vic.),20563,CLARINDA,Victoria
23430,Kingston (C) (Vic.),21990,OAKLEIGH SOUTH,Victoria
23430,Kingston (C) (Vic.),21734,MOORABBIN,Victoria
23430,Kingston (C) (Vic.),21154,HEATHERTON,Victoria
23430,Kingston (C) (Vic.),20536,CHELTENHAM,Victoria
23430,Kingston (C) (Vic.),21637,MENTONE,Victoria
23430,Kingston (C) (Vic.),21176,HIGHETT,Victoria
23430,Kingston (C) (Vic.),21748,MORDIALLOC,Victoria
23430,Kingston (C) (Vic.),20318,BRAESIDE,Victoria
23430,Kingston (C) (Vic.),22707,WATERWAYS,Victoria
23430,Kingston (C) (Vic.),21735,MOORABBIN AIRPORT,Victoria
23430,Kingston (C) (Vic.),20079,ASPENDALE GARDENS,Victoria
23430,Kingston (C) (Vic.),20078,ASPENDALE,Victoria
23430,Kingston (C) (Vic.),20842,EDITHVALE,Victoria
23430,Kingston (C) (Vic.),20277,BONBEACH,Victoria
23430,Kingston (C) (Vic.),20534,CHELSEA,Victoria
23430,Kingston (C) (Vic.),20504,CARRUM,Victoria
23430,Kingston (C) (Vic.),20535,CHELSEA HEIGHTS,Victoria
23430,Kingston (C) (Vic.),22035,PATTERSON LAKES,Victoria
23670,Knox (C),20172,BAYSWATER,Victoria
23670,Knox (C),20302,BORONIA,Victoria
23670,Knox (C),20911,FERNTREE GULLY,Victoria
23670,Knox (C),22601,UPPER FERNTREE GULLY,Victoria
23670,Knox (C),22484,THE BASIN,Victoria
23670,Knox (C),22673,WANTIRNA SOUTH,Victoria
23670,Knox (C),22231,SCORESBY,Victoria
23670,Knox (C),22672,WANTIRNA,Victoria
23670,Knox (C),21366,KNOXFIELD,Victoria
23670,Knox (C),22196,ROWVILLE,Victoria
23670,Knox (C),21548,LYSTERFIELD,Victoria
23810,Latrobe (C) (Vic.),22879,YALLOURN NORTH,Victoria
23810,Latrobe (C) (Vic.),21910,NEWBOROUGH,Victoria
23810,Latrobe (C) (Vic.),22878,YALLOURN,Victoria
23810,Latrobe (C) (Vic.),21704,MOE,Victoria
23810,Latrobe (C) (Vic.),22432,TANJIL SOUTH,Victoria
23810,Latrobe (C) (Vic.),21166,HERNES OAK,Victoria
23810,Latrobe (C) (Vic.),21705,MOE SOUTH,Victoria
23810,Latrobe (C) (Vic.),21757,MORWELL,Victoria
23810,Latrobe (C) (Vic.),20727,DELBURN,Victoria
23810,Latrobe (C) (Vic.),20286,BOOLARRA,Victoria
23810,Latrobe (C) (Vic.),21146,HAZELWOOD,Victoria
23810,Latrobe (C) (Vic.),20558,CHURCHILL,Victoria
23810,Latrobe (C) (Vic.),21251,JEERALANG,Victoria
23810,Latrobe (C) (Vic.),22919,YINNAR,Victoria
23810,Latrobe (C) (Vic.),22920,YINNAR SOUTH,Victoria
23810,Latrobe (C) (Vic.),21252,JEERALANG JUNCTION,Victoria
23810,Latrobe (C) (Vic.),21266,JUMBUK,Victoria
23810,Latrobe (C) (Vic.),21877,NARRACAN,Victoria
23810,Latrobe (C) (Vic.),21610,MARYVALE,Victoria
23810,Latrobe (C) (Vic.),20780,DRIFFIELD,Victoria
23810,Latrobe (C) (Vic.),22556,TRARALGON,Victoria
23810,Latrobe (C) (Vic.),21018,GLENGARRY,Victoria
23810,Latrobe (C) (Vic.),22557,TRARALGON EAST,Victoria
23810,Latrobe (C) (Vic.),22530,TOONGABBIE,Victoria
23810,Latrobe (C) (Vic.),21147,HAZELWOOD NORTH,Victoria
23810,Latrobe (C) (Vic.),22558,TRARALGON SOUTH,Victoria
23810,Latrobe (C) (Vic.),22583,TYERS,Victoria
23810,Latrobe (C) (Vic.),21019,GLENGARRY NORTH,Victoria
23810,Latrobe (C) (Vic.),21020,GLENGARRY WEST,Victoria
23810,Latrobe (C) (Vic.),20927,FLYNN,Victoria
23810,Latrobe (C) (Vic.),20928,FLYNNS CREEK,Victoria
23810,Latrobe (C) (Vic.),21538,LOY YANG,Victoria
23810,Latrobe (C) (Vic.),21148,HAZELWOOD SOUTH,Victoria
23810,Latrobe (C) (Vic.),20445,CALLIGNEE,Victoria
23810,Latrobe (C) (Vic.),20287,BOOLARRA SOUTH,Victoria
23810,Latrobe (C) (Vic.),21691,MIRBOO,Victoria
23810,Latrobe (C) (Vic.),21079,GRAND RIDGE,Victoria
23810,Latrobe (C) (Vic.),21800,MOUNT TASSIE,Victoria
23810,Latrobe (C) (Vic.),21381,KOORNALLA,Victoria
23810,Latrobe (C) (Vic.),20121,BALOOK,Victoria
23810,Latrobe (C) (Vic.),20371,BUDGEREE,Victoria
23940,Loddon (S),22886,YANDO,Victoria
23940,Loddon (S),21430,LAKE MERAN,Victoria
23940,Loddon (S),21472,LEAGHUR,Victoria
23940,Loddon (S),21429,LAKE MARMAL,Victoria
23940,Loddon (S),22478,TERRAPPEE,Victoria
23940,Loddon (S),20298,BOORT,Victoria
23940,Loddon (S),22250,SERPENTINE,Victoria
23940,Loddon (S),22118,PYRAMID HILL,Victoria
23940,Loddon (S),20443,CALIVIL,Victoria
23940,Loddon (S),21713,MOLOGA,Victoria
23940,Loddon (S),22903,YARRAWALLA,Victoria
23940,Loddon (S),21477,LEITCHVILLE,Victoria
23940,Loddon (S),22403,SYLVATERRE,Victoria
23940,Loddon (S),22479,TERRICK TERRICK,Victoria
23940,Loddon (S),21270,JUNGABURRA,Victoria
23940,Loddon (S),20050,APPIN SOUTH,Victoria
