LGA_CODE_2016,LGA_NAME_2016,SSC_CODE_2016,SSC_NAME_2016,STATE_NAME
21670,Central Goldfields (S),20058,ARCHDALE JUNCTION,Victoria
21670,Central Goldfields (S),21265,JOYCES CREEK,Victoria
21670,Central Goldfields (S),20836,EDDINGTON,Victoria
21670,Central Goldfields (S),21710,MOLIAGUL,Victoria
21670,Central Goldfields (S),21053,GOLDSBOROUGH,Victoria
21670,Central Goldfields (S),20804,DUNLUCE,Victoria
21670,Central Goldfields (S),20348,BROMLEY,Victoria
21670,Central Goldfields (S),20225,BET BET,Victoria
21670,Central Goldfields (S),21787,MOUNT HOOGHLY,Victoria
21670,Central Goldfields (S),22507,TIMOR WEST,Victoria
21670,Central Goldfields (S),20030,ALMA,Victoria
21670,Central Goldfields (S),20009,ADELAIDE LEAD,Victoria
21670,Central Goldfields (S),21731,MOONLIGHT FLAT,Victoria
21670,Central Goldfields (S),22677,WAREEK,Victoria
21670,Central Goldfields (S),21138,HAVELOCK,Victoria
21670,Central Goldfields (S),22138,RED LION,Victoria
21670,Central Goldfields (S),20656,CRAIGIE,Victoria
21670,Central Goldfields (S),21785,MOUNT GLASGOW,Victoria
22910,Hepburn (S),20577,CLUNES,Victoria
21670,Central Goldfields (S),22352,STONY CREEK,Victoria
21670,Central Goldfields (S),20038,AMHERST,Victoria
21670,Central Goldfields (S),20649,COTSWOLD,Victoria
21670,Central Goldfields (S),22367,STRATHLEA,Victoria
21670,Central Goldfields (S),20457,CAMPBELLTOWN,Victoria
21670,Central Goldfields (S),21021,GLENGOWER,Victoria
21670,Central Goldfields (S),21727,MOOLORT,Victoria
21750,Colac-Otway (S),20603,COLAC,Victoria
21750,Colac-Otway (S),20853,ELLIMINYT,Victoria
21750,Colac-Otway (S),20605,COLAC EAST,Victoria
21750,Colac-Otway (S),20183,BEEAC,Victoria
21750,Colac-Otway (S),22001,ONDIT,Victoria
21750,Colac-Otway (S),20688,CUNDARE,Victoria
21750,Colac-Otway (S),22832,WOOL WOOL,Victoria
21750,Colac-Otway (S),20778,DREEITE,Victoria
21750,Colac-Otway (S),20160,BARWON DOWNS,Victoria
21750,Colac-Otway (S),21233,IRREWARRA,Victoria
21750,Colac-Otway (S),20689,CUNDARE NORTH,Victoria
21750,Colac-Otway (S),22724,WEERING,Victoria
21750,Colac-Otway (S),20884,EURACK,Victoria
21750,Colac-Otway (S),22680,WARNCOORT,Victoria
21750,Colac-Otway (S),22914,YEODENE,Victoria
21750,Colac-Otway (S),20246,BIRREGURRA,Victoria
21750,Colac-Otway (S),22069,PIRRON YALLOCK,Victoria
21750,Colac-Otway (S),21235,IRREWILLIPE EAST,Victoria
21750,Colac-Otway (S),22762,WHOOREL,Victoria
21750,Colac-Otway (S),21303,KAWARREN,Victoria
21750,Colac-Otway (S),21836,MURROON,Victoria
21750,Colac-Otway (S),22913,YEO,Victoria
21750,Colac-Otway (S),20149,BARONGAROOK WEST,Victoria
21750,Colac-Otway (S),20606,COLAC WEST,Victoria
21750,Colac-Otway (S),20666,CRESSY,Victoria
21750,Colac-Otway (S),21234,IRREWILLIPE,Victoria
21750,Colac-Otway (S),20978,GERANGAMETE,Victoria
21750,Colac-Otway (S),20498,CARPENDEIT,Victoria
21750,Colac-Otway (S),21856,NALANGIL,Victoria
21750,Colac-Otway (S),21998,OMBERSLEY,Victoria
21750,Colac-Otway (S),22354,STONYFORD,Victoria
21750,Colac-Otway (S),21462,LARPENT,Victoria
21750,Colac-Otway (S),20148,BARONGAROOK,Victoria
21750,Colac-Otway (S),22396,SWAN MARSH,Victoria
21750,Colac-Otway (S),20157,BARUNAH PLAINS,Victoria
21750,Colac-Otway (S),22793,WINGEEL,Victoria
21750,Colac-Otway (S),22696,WARRION,Victoria
21750,Colac-Otway (S),20037,ALVIE,Victoria
21750,Colac-Otway (S),20779,DREEITE SOUTH,Victoria
21750,Colac-Otway (S),20645,CORUNNUN,Victoria
21750,Colac-Otway (S),20632,CORAGULAC,Victoria
21750,Colac-Otway (S),20933,FORREST,Victoria
21750,Colac-Otway (S),20642,COROROOKE,Victoria
21750,Colac-Otway (S),20106,BALINTORE,Victoria
21750,Colac-Otway (S),20399,BUNGADOR,Victoria
21750,Colac-Otway (S),21247,JANCOURT EAST,Victoria
21750,Colac-Otway (S),20969,GELLIBRAND,Victoria
21750,Colac-Otway (S),20048,APOLLO BAY,Victoria
21750,Colac-Otway (S),20011,AIRE VALLEY,Victoria
21750,Colac-Otway (S),22276,SKENES CREEK NORTH,Victoria
21750,Colac-Otway (S),20152,BARRAMUNGA,Victoria
21750,Colac-Otway (S),21008,GLENAIRE,Victoria
21750,Colac-Otway (S),21592,MARENGO,Victoria
21750,Colac-Otway (S),22275,SKENES CREEK,Victoria
21750,Colac-Otway (S),21317,KENNETT RIVER,Victoria
21750,Colac-Otway (S),22866,WYE RIVER,Victoria
21750,Colac-Otway (S),20490,CARLISLE RIVER,Victoria
21750,Colac-Otway (S),22723,WEEAPROINAH,Victoria
21750,Colac-Otway (S),20905,FERGUSON,Victoria
21750,Colac-Otway (S),22811,WONGARRA,Victoria
21750,Colac-Otway (S),21466,LAVERS HILL,Victoria
21750,Colac-Otway (S),22434,TANYBRYN,Victoria
21750,Colac-Otway (S),20184,BEECH FOREST,Victoria
21750,Colac-Otway (S),21195,HORDERN VALE,Victoria
21750,Colac-Otway (S),21263,JOHANNA,Victoria
21750,Colac-Otway (S),20528,CHAPPLE VALE,Victoria
21750,Colac-Otway (S),22867,WYELANGTA,Victoria
21750,Colac-Otway (S),21799,MOUNT SABINE,Victoria
21750,Colac-Otway (S),22249,SEPARATION CREEK,Victoria
21750,Colac-Otway (S),21103,GREY RIVER,Victoria
21750,Colac-Otway (S),22374,SUGARLOAF,Victoria
21750,Colac-Otway (S),22051,PETTICOAT CREEK,Victoria
21750,Colac-Otway (S),20470,CAPE OTWAY,Victoria
21750,Colac-Otway (S),22927,YUULONG,Victoria
21750,Colac-Otway (S),20970,GELLIBRAND LOWER,Victoria
21830,Corangamite (S),21681,MINGAY,Victoria
21830,Corangamite (S),22279,SKIPTON,Victoria
21830,Corangamite (S),20739,DERRINALLUM,Victoria
21830,Corangamite (S),22476,TERANG,Victoria
21830,Corangamite (S),21943,NOORAT,Victoria
21830,Corangamite (S),20283,BOOKAAR,Victoria
21830,Corangamite (S),20458,CAMPERDOWN,Victoria
21830,Corangamite (S),21294,KARIAH,Victoria
21830,Corangamite (S),21486,LESLIE MANOR,Victoria
21830,Corangamite (S),21507,LISMORE,Victoria
21830,Corangamite (S),20815,DUVERNEY,Victoria
21830,Corangamite (S),21369,KOLORA,Victoria
21830,Corangamite (S),20666,CRESSY,Victoria
21830,Corangamite (S),22832,WOOL WOOL,Victoria
21830,Corangamite (S),22081,POMBORNEIT NORTH,Victoria
21830,Corangamite (S),21035,GLENORMISTON NORTH,Victoria
21830,Corangamite (S),20221,BERRYBANK,Victoria
21830,Corangamite (S),22734,WERNETH,Victoria
21830,Corangamite (S),20937,FOXHOW,Victoria
21830,Corangamite (S),20555,CHOCOLYN,Victoria
21830,Corangamite (S),21876,NAROGHID,Victoria
21830,Corangamite (S),21044,GNOTUK,Victoria
21830,Corangamite (S),22277,SKIBO,Victoria
21830,Corangamite (S),22624,VITE VITE NORTH,Victoria
21830,Corangamite (S),22623,VITE VITE,Victoria
21830,Corangamite (S),20962,GARVOC,Victoria
21830,Corangamite (S),20292,BOORCAN,Victoria
21830,Corangamite (S),20709,DARLINGTON,Victoria
21830,Corangamite (S),21036,GLENORMISTON SOUTH,Victoria
21830,Corangamite (S),21944,NOORAT EAST,Victoria
21830,Corangamite (S),22725,WEERITE,Victoria
21830,Corangamite (S),21768,MOUNT BUTE,Victoria
21830,Corangamite (S),20317,BRADVALE,Victoria
21830,Corangamite (S),20587,COBDEN,Victoria
21830,Corangamite (S),22092,PORT CAMPBELL,Victoria
21830,Corangamite (S),20970,GELLIBRAND LOWER,Victoria
21830,Corangamite (S),22715,WATTLE HILL,Victoria
21830,Corangamite (S),22111,PRINCETOWN,Victoria
21830,Corangamite (S),20849,ELINGAMITE NORTH,Victoria
21830,Corangamite (S),22301,SOUTH PURRUMBETE,Victoria
21830,Corangamite (S),20304,BOSTOCKS CREEK,Victoria
21830,Corangamite (S),20590,COBRICO,Victoria
21830,Corangamite (S),20755,DIXIE,Victoria
21830,Corangamite (S),22441,TAROON,Victoria
21830,Corangamite (S),20835,ECKLIN SOUTH,Victoria
21830,Corangamite (S),22080,POMBORNEIT EAST,Victoria
21830,Corangamite (S),22354,STONYFORD,Victoria
21830,Corangamite (S),22069,PIRRON YALLOCK,Victoria
21830,Corangamite (S),20498,CARPENDEIT,Victoria
21830,Corangamite (S),21247,JANCOURT EAST,Victoria
21830,Corangamite (S),20380,BULLAHARRE,Victoria
21830,Corangamite (S),21246,JANCOURT,Victoria
21830,Corangamite (S),20357,BRUCKNELL,Victoria
21830,Corangamite (S),21017,GLENFYNE,Victoria
21830,Corangamite (S),20690,CURDIES RIVER,Victoria
21830,Corangamite (S),20093,AYRFORD,Victoria
21830,Corangamite (S),22050,PETERBOROUGH,Victoria
22410,Glenelg (S),20510,CASTERTON,Victoria
21830,Corangamite (S),21171,HEYTESBURY LOWER,Victoria
21830,Corangamite (S),22504,TIMBOON WEST,Victoria
21830,Corangamite (S),22013,PAARATTE,Victoria
21830,Corangamite (S),21914,NEWFIELD,Victoria
21830,Corangamite (S),22628,WAARRE,Victoria
21830,Corangamite (S),20627,COORIEMUNGLE,Victoria
21830,Corangamite (S),21316,KENNEDYS CREEK,Victoria
21830,Corangamite (S),22234,SCOTTS CREEK,Victoria
21830,Corangamite (S),22503,TIMBOON,Victoria
21830,Corangamite (S),20654,COWLEYS CREEK,Victoria
21830,Corangamite (S),22272,SIMPSON,Victoria
21830,Corangamite (S),22481,TESBURY,Victoria
21830,Corangamite (S),22427,TANDAROOK,Victoria
21830,Corangamite (S),22079,POMBORNEIT,Victoria
21830,Corangamite (S),21367,KOALLAH,Victoria
21830,Corangamite (S),20528,CHAPPLE VALE,Victoria
21830,Corangamite (S),20848,ELINGAMITE,Victoria
21890,Darebin (C),21959,NORTHCOTE,Victoria
21890,Darebin (C),22496,THORNBURY,Victoria
21890,Darebin (C),20895,FAIRFIELD,Victoria
21890,Darebin (C),20033,ALPHINGTON,Victoria
21890,Darebin (C),22109,PRESTON,Victoria
21890,Darebin (C),22149,RESERVOIR,Victoria
21890,Darebin (C),21355,KINGSBURY,Victoria
21890,Darebin (C),20397,BUNDOORA,Victoria
21890,Darebin (C),21554,MACLEOD,Victoria
22110,East Gippsland (S),20102,BAIRNSDALE,Victoria
22110,East Gippsland (S),20830,EASTWOOD,Victoria
22110,East Gippsland (S),21541,LUCKNOW,Victoria
22110,East Gippsland (S),22397,SWAN REACH,Victoria
22110,East Gippsland (S),20821,EAST BAIRNSDALE,Victoria
22110,East Gippsland (S),21440,LAKES ENTRANCE,Victoria
22110,East Gippsland (S),21983,NYERIMILANG,Victoria
22110,East Gippsland (S),21274,KALIMNA,Victoria
22110,East Gippsland (S),20816,EAGLE POINT,Victoria
22110,East Gippsland (S),22037,PAYNESVILLE,Victoria
22110,East Gippsland (S),21662,METUNG,Victoria
22110,East Gippsland (S),21929,NICHOLSON,Victoria
22110,East Gippsland (S),22133,RAYMOND ISLAND,Victoria
22110,East Gippsland (S),21918,NEWLANDS ARM,Victoria
22110,East Gippsland (S),22861,WY YUNG,Victoria
22110,East Gippsland (S),21264,JOHNSONVILLE,Victoria
22110,East Gippsland (S),21974,NUNGURNER,Victoria
22110,East Gippsland (S),21275,KALIMNA WEST,Victoria
22110,East Gippsland (S),20390,BUMBERRAH,Victoria
22110,East Gippsland (S),22421,TAMBO UPPER,Victoria
22110,East Gippsland (S),21992,OCEAN GRANGE,Victoria
22110,East Gippsland (S),21420,LAKE BUNGA,Victoria
22110,East Gippsland (S),20288,BOOLE POOLE,Victoria
22110,East Gippsland (S),20932,FORGE CREEK,Victoria
22110,East Gippsland (S),22535,TOORLOO ARM,Victoria
22110,East Gippsland (S),21435,LAKE TYERS BEACH,Victoria
22110,East Gippsland (S),21574,MALLACOOTA,Victoria
29399,Unincorporated Vic,21574,MALLACOOTA,Victoria
22110,East Gippsland (S),21597,MARLO,Victoria
22110,East Gippsland (S),20346,BRODRIBB RIVER,Victoria
22110,East Gippsland (S),22002,ORBOST,Victoria
22110,East Gippsland (S),21921,NEWMERELLA,Victoria
22110,East Gippsland (S),22634,WAIREWA,Victoria
22110,East Gippsland (S),20201,BEMM RIVER,Victoria
22110,East Gippsland (S),20437,CABBAGE TREE CREEK,Victoria
22110,East Gippsland (S),22422,TAMBOON,Victoria
22110,East Gippsland (S),20462,CANN RIVER,Victoria
22110,East Gippsland (S),20208,BENDOC,Victoria
22110,East Gippsland (S),22666,WANGARABELL,Victoria
22110,East Gippsland (S),22853,WROXHAM,Victoria
22110,East Gippsland (S),21589,MARAMINGO CREEK,Victoria
22110,East Gippsland (S),20991,GIPSY POINT,Victoria
22110,East Gippsland (S),20643,CORRINGLE,Victoria
22110,East Gippsland (S),22542,TOSTAREE,Victoria
22110,East Gippsland (S),20365,BUCHAN SOUTH,Victoria
22110,East Gippsland (S),22718,WAYGARA,Victoria
22110,East Gippsland (S),22806,WOMBAT CREEK,Victoria
22110,East Gippsland (S),21963,NOWA NOWA,Victoria
22110,East Gippsland (S),20226,BETE BOLONG,Victoria
22110,East Gippsland (S),21249,JARRAHMOND,Victoria
22110,East Gippsland (S),20876,ERRINUNDRA,Victoria
22110,East Gippsland (S),22792,WINGAN RIVER,Victoria
22110,East Gippsland (S),22516,TONGHI CREEK,Victoria
22110,East Gippsland (S),20576,CLUB TERRACE,Victoria
22110,East Gippsland (S),20613,COMBIENBAR,Victoria
22110,East Gippsland (S),21945,NOORINBEE,Victoria
22110,East Gippsland (S),21946,NOORINBEE NORTH,Victoria
22110,East Gippsland (S),20526,CHANDLERS CREEK,Victoria
22110,East Gippsland (S),20973,GENOA,Victoria
22110,East Gippsland (S),20719,DEDDICK VALLEY,Victoria
22110,East Gippsland (S),22570,TUBBUT,Victoria
22110,East Gippsland (S),22855,WULGULMERANG,Victoria
22110,East Gippsland (S),21978,NURRAN,Victoria
22110,East Gippsland (S),21058,GOONGERAH,Victoria
22110,East Gippsland (S),20276,BONANG,Victoria
22110,East Gippsland (S),21587,MANORINA,Victoria
22110,East Gippsland (S),22376,SUGGAN BUGGAN,Victoria
22110,East Gippsland (S),22856,WULGULMERANG EAST,Victoria
22110,East Gippsland (S),20364,BUCHAN,Victoria
22110,East Gippsland (S),20362,BRUTHEN,Victoria
22110,East Gippsland (S),20968,GELANTIPY,Victoria
22110,East Gippsland (S),20586,COBBERAS,Victoria
22110,East Gippsland (S),22857,WULGULMERANG WEST,Victoria
22110,East Gippsland (S),21975,NUNNIONG,Victoria
22110,East Gippsland (S),21834,MURRINDAL,Victoria
22110,East Gippsland (S),20469,CAPE CONRAN,Victoria
22110,East Gippsland (S),21434,LAKE TYERS,Victoria
22110,East Gippsland (S),22273,SIMPSONS CREEK,Victoria
22110,East Gippsland (S),21183,HILLSIDE,Victoria
22110,East Gippsland (S),21801,MOUNT TAYLOR,Victoria
22110,East Gippsland (S),20907,FERNBANK,Victoria
22110,East Gippsland (S),22854,WUK WUK,Victoria
22110,East Gippsland (S),21500,LINDENOW,Victoria
22110,East Gippsland (S),20449,CALULU,Victoria
22110,East Gippsland (S),20920,FLAGGY CREEK,Victoria
22110,East Gippsland (S),21635,MELWOOD,Victoria
22110,East Gippsland (S),20851,ELLASWOOD,Victoria
22110,East Gippsland (S),20570,CLIFTON CREEK,Victoria
22110,East Gippsland (S),22227,SARSFIELD,Victoria
22110,East Gippsland (S),21080,GRANITE ROCK,Victoria
22110,East Gippsland (S),21501,LINDENOW SOUTH,Victoria
22110,East Gippsland (S),21057,GOON NURE,Victoria
22110,East Gippsland (S),20209,BENGWORDEN,Victoria
22110,East Gippsland (S),20204,BENAMBRA,Victoria
22110,East Gippsland (S),21999,OMEO,Victoria
22110,East Gippsland (S),20240,BINDI,Victoria
22110,East Gippsland (S),20869,ENSAY,Victoria
22110,East Gippsland (S),20733,DEPTFORD,Victoria
22110,East Gippsland (S),22401,SWIFTS CREEK,Victoria
22110,East Gippsland (S),20351,BROOKVILLE,Victoria
22110,East Gippsland (S),22517,TONGIO,Victoria
22110,East Gippsland (S),20508,CASSILIS,Victoria
22110,East Gippsland (S),21758,MOSSIFACE,Victoria
22110,East Gippsland (S),22803,WISELEIGH,Victoria
22110,East Gippsland (S),20044,ANGLERS REST,Victoria
22110,East Gippsland (S),21872,NARIEL VALLEY,Victoria
22110,East Gippsland (S),20714,DARTMOUTH,Victoria
22110,East Gippsland (S),20395,BUNDARA,Victoria
22110,East Gippsland (S),20591,COBUNGRA,Victoria
22110,East Gippsland (S),20761,DOCTORS FLAT,Victoria
22110,East Gippsland (S),22145,REEDY FLAT,Victoria
22110,East Gippsland (S),20870,ENSAY NORTH,Victoria
22110,East Gippsland (S),21185,HINNOMUNJIE,Victoria
22110,East Gippsland (S),20242,BINGO MUNJIE,Victoria
22110,East Gippsland (S),21605,MARTHAVALE,Victoria
22170,Frankston (C),20505,CARRUM DOWNS,Victoria
22170,Frankston (C),22280,SKYE,Victoria
22170,Frankston (C),21458,LANGWARRIN,Victoria
22170,Frankston (C),21459,LANGWARRIN SOUTH,Victoria
22170,Frankston (C),22221,SANDHURST,Victoria
22170,Frankston (C),22238,SEAFORD,Victoria
22170,Frankston (C),20942,FRANKSTON NORTH,Victoria
22170,Frankston (C),20941,FRANKSTON,Victoria
22170,Frankston (C),20943,FRANKSTON SOUTH,Victoria
22250,Gannawarra (S),20474,CAPELS CROSSING,Victoria
22250,Gannawarra (S),20753,DINGWALL,Victoria
22250,Gannawarra (S),22555,TRAGOWEL,Victoria
22250,Gannawarra (S),20600,COHUNA,Victoria
22250,Gannawarra (S),20179,BEAUCHAMP,Victoria
22250,Gannawarra (S),21421,LAKE CHARM,Victoria
22250,Gannawarra (S),20097,BAEL BAEL,Victoria
22250,Gannawarra (S),21853,MYSTIC PARK,Victoria
22250,Gannawarra (S),21442,LALBERT,Victoria
22250,Gannawarra (S),22119,QUAMBATOOK,Victoria
22250,Gannawarra (S),22220,SANDHILL LAKE,Victoria
22250,Gannawarra (S),20897,FAIRLEY,Victoria
22250,Gannawarra (S),22657,WANDELLA,Victoria
22250,Gannawarra (S),21477,LEITCHVILLE,Victoria
22250,Gannawarra (S),21828,MURRABIT,Victoria
22250,Gannawarra (S),22463,TEAL POINT,Victoria
22250,Gannawarra (S),21376,KOONDROOK,Victoria
22250,Gannawarra (S),22146,REEDY LAKE,Victoria
22250,Gannawarra (S),21320,KERANG,Victoria
22250,Gannawarra (S),21555,MACORNA,Victoria
22250,Gannawarra (S),21430,LAKE MERAN,Victoria
22250,Gannawarra (S),21843,MYALL,Victoria
22250,Gannawarra (S),20210,BENJEROOP,Victoria
22250,Gannawarra (S),21829,MURRABIT WEST,Victoria
22250,Gannawarra (S),21055,GONN CROSSING,Victoria
22250,Gannawarra (S),21625,MEATIAN,Victoria
22250,Gannawarra (S),22511,TITTYBONG,Victoria
22250,Gannawarra (S),20463,CANNIE,Victoria
22250,Gannawarra (S),21949,NORMANVILLE,Victoria
22250,Gannawarra (S),21627,MEERING WEST,Victoria
22250,Gannawarra (S),20049,APPIN,Victoria
22250,Gannawarra (S),20050,APPIN SOUTH,Victoria
22250,Gannawarra (S),20699,DALTONS BRIDGE,Victoria
22250,Gannawarra (S),22722,WEE WEE RUP,Victoria
22250,Gannawarra (S),20412,BURKES BRIDGE,Victoria
22250,Gannawarra (S),21305,KEELY,Victoria
22250,Gannawarra (S),21196,HORFIELD,Victoria
22250,Gannawarra (S),21679,MINCHA WEST,Victoria
22250,Gannawarra (S),21622,MEAD,Victoria
22250,Gannawarra (S),21621,MCMILLANS,Victoria
22250,Gannawarra (S),21556,MACORNA NORTH,Victoria
22250,Gannawarra (S),21321,KERANG EAST,Victoria
22250,Gannawarra (S),21390,KOROOP,Victoria
22250,Gannawarra (S),21677,MILNES BRIDGE,Victoria
22250,Gannawarra (S),22746,WESTBY,Victoria
22250,Gannawarra (S),20686,CULLEN,Victoria
22250,Gannawarra (S),20956,GANNAWARRA,Victoria
22250,Gannawarra (S),22064,PINE VIEW,Victoria
22250,Gannawarra (S),20372,BUDGERUM EAST,Victoria
22250,Gannawarra (S),21936,NINYEUNOOK,Victoria
22250,Gannawarra (S),21091,GREDGWIN,Victoria
22250,Gannawarra (S),21991,OAKVALE,Victoria
22250,Gannawarra (S),22547,TOWANINNY,Victoria
22310,Glen Eira (C),20858,ELSTERNWICK,Victoria
22310,Glen Eira (C),20520,CAULFIELD NORTH,Victoria
22310,Glen Eira (C),20521,CAULFIELD SOUTH,Victoria
22310,Glen Eira (C),20518,CAULFIELD,Victoria
22310,Glen Eira (C),21002,GLEN HUNTLY,Victoria
22310,Glen Eira (C),20495,CARNEGIE,Victoria
22310,Glen Eira (C),22004,ORMOND,Victoria
22310,Glen Eira (C),21837,MURRUMBEENA,Victoria
22310,Glen Eira (C),22333,ST KILDA EAST,Victoria
22310,Glen Eira (C),20958,GARDENVALE,Victoria
22310,Glen Eira (C),20519,CAULFIELD EAST,Victoria
22310,Glen Eira (C),20213,BENTLEIGH,Victoria
22310,Glen Eira (C),21618,MCKINNON,Victoria
22310,Glen Eira (C),20214,BENTLEIGH EAST,Victoria
22310,Glen Eira (C),20336,BRIGHTON EAST,Victoria
22410,Glenelg (S),21172,HEYWOOD,Victoria
22410,Glenelg (S),21676,MILLTOWN,Victoria
22410,Glenelg (S),21880,NARRAWONG,Victoria
22410,Glenelg (S),21902,NELSON,Victoria
22410,Glenelg (S),20713,DARTMOOR,Victoria
22410,Glenelg (S),20789,DRUMBORG,Victoria
22410,Glenelg (S),20781,DRIK DRIK,Victoria
22410,Glenelg (S),21065,GORAE WEST,Victoria
22410,Glenelg (S),20323,BREAKAWAY CREEK,Victoria
22410,Glenelg (S),20507,CASHMORE,Victoria
22410,Glenelg (S),22100,PORTLAND WEST,Victoria
22410,Glenelg (S),21155,HEATHMERE,Victoria
22410,Glenelg (S),20029,ALLESTREE,Victoria
22410,Glenelg (S),20273,BOLWARRA,Victoria
22410,Glenelg (S),21816,MUMBANNAR,Victoria
22410,Glenelg (S),20615,CONDAH,Victoria
22410,Glenelg (S),22589,TYRENDARRA,Victoria
22410,Glenelg (S),22363,STRATHDOWNIE,Victoria
22410,Glenelg (S),21797,MOUNT RICHMOND,Victoria
22410,Glenelg (S),20467,CAPE BRIDGEWATER,Victoria
22410,Glenelg (S),21098,GREENWALD,Victoria
22410,Glenelg (S),22099,PORTLAND NORTH,Victoria
22410,Glenelg (S),21064,GORAE,Victoria
22410,Glenelg (S),21190,HOMERTON,Victoria
22410,Glenelg (S),21422,LAKE CONDAH,Victoria
22410,Glenelg (S),20224,BESSIEBELLE,Victoria
22410,Glenelg (S),22644,WALLACEDALE,Victoria
22410,Glenelg (S),20320,BRANXHOLME,Victoria
22410,Glenelg (S),21546,LYONS,Victoria
22410,Glenelg (S),21199,HOTSPUR,Victoria
22410,Glenelg (S),20747,DIGBY,Victoria
22410,Glenelg (S),21844,MYAMYN,Victoria
22410,Glenelg (S),22797,WINNAP,Victoria
22410,Glenelg (S),21431,LAKE MUNDI,Victoria
22410,Glenelg (S),21338,KILLARA,Victoria
22410,Glenelg (S),21647,MERINO,Victoria
22410,Glenelg (S),20808,DUNROBIN,Victoria
22410,Glenelg (S),20637,CORNDALE,Victoria
22410,Glenelg (S),21861,NANGEELA,Victoria
22410,Glenelg (S),22662,WANDO VALE,Victoria
22410,Glenelg (S),20480,CARAPOOK,Victoria
22410,Glenelg (S),21870,NAREEN,Victoria
22410,Glenelg (S),22661,WANDO BRIDGE,Victoria
22410,Glenelg (S),20338,BRIMBOAL,Victoria
22410,Glenelg (S),22698,WARROCK,Victoria
22410,Glenelg (S),20736,DERGHOLM,Victoria
22410,Glenelg (S),20543,CHETWYND,Victoria
22410,Glenelg (S),21083,GRASSDALE,Victoria
22410,Glenelg (S),22410,TAHARA WEST,Victoria
22410,Glenelg (S),22219,SANDFORD,Victoria
22410,Glenelg (S),21162,HENTY,Victoria
22410,Glenelg (S),20574,CLOVER FLAT,Victoria
22410,Glenelg (S),21819,MUNTHAM,Victoria
22410,Glenelg (S),20100,BAHGALLAH,Victoria
22410,Glenelg (S),21502,LINDSAY,Victoria
22410,Glenelg (S),22408,TAHARA,Victoria
22410,Glenelg (S),22028,PASCHENDALE,Victoria
22410,Glenelg (S),22409,TAHARA BRIDGE,Victoria
22410,Glenelg (S),22098,PORTLAND,Victoria
22410,Glenelg (S),20814,DUTTON WAY,Victoria
22490,Golden Plains (S),21115,HADDON,Victoria
22490,Golden Plains (S),21935,NINTINGBOOL,Victoria
22490,Golden Plains (S),22287,SMYTHES CREEK,Victoria
22490,Golden Plains (S),22288,SMYTHESDALE,Victoria
22490,Golden Plains (S),22192,ROSS CREEK,Victoria
22490,Golden Plains (S),21127,HAPPY VALLEY,Victoria
22490,Golden Plains (S),20468,CAPE CLEAR,Victoria
22490,Golden Plains (S),20866,ENFIELD,Victoria
22490,Golden Plains (S),22337,STAFFORDSHIRE REEF,Victoria
22490,Golden Plains (S),21505,LINTON,Victoria
22490,Golden Plains (S),22230,SCARSDALE,Victoria
22490,Golden Plains (S),22734,WERNETH,Victoria
22490,Golden Plains (S),22782,WILLOWVALE,Victoria
22490,Golden Plains (S),22070,PITFIELD,Victoria
22490,Golden Plains (S),22649,WALLINDUC,Victoria
22490,Golden Plains (S),20221,BERRYBANK,Victoria
22490,Golden Plains (S),21865,NAPOLEONS,Victoria
22490,Golden Plains (S),20452,CAMBRIAN HILL,Victoria
22490,Golden Plains (S),21925,NEWTOWN,Victoria
22490,Golden Plains (S),22312,SPRINGDALLAH,Victoria
22490,Golden Plains (S),22059,PIGGOREET,Victoria
22490,Golden Plains (S),20218,BERRINGA,Victoria
22490,Golden Plains (S),20735,DEREEL,Victoria
22490,Golden Plains (S),20810,DURHAM LEAD,Victoria
22490,Golden Plains (S),20961,GARIBALDI,Victoria
22490,Golden Plains (S),21099,GRENVILLE,Victoria
22490,Golden Plains (S),21217,ILLABAROOK,Victoria
22490,Golden Plains (S),22180,ROKEWOOD JUNCTION,Victoria
22490,Golden Plains (S),21585,MANNIBADAR,Victoria
22490,Golden Plains (S),22071,PITTONG,Victoria
22490,Golden Plains (S),20132,BANNOCKBURN,Victoria
22490,Golden Plains (S),20809,DURDIDWARRAH,Victoria
22490,Golden Plains (S),21645,MEREDITH,Victoria
22490,Golden Plains (S),22467,TEESDALE,Victoria
22490,Golden Plains (S),20634,CORINDHAP,Victoria
22490,Golden Plains (S),22179,ROKEWOOD,Victoria
22490,Golden Plains (S),21487,LETHBRIDGE,Victoria
22490,Golden Plains (S),21225,INVERLEIGH,Victoria
22490,Golden Plains (S),22261,SHELFORD,Victoria
22490,Golden Plains (S),20127,BAMGANIE,Victoria
22490,Golden Plains (S),22257,SHE OAKS,Victoria
22490,Golden Plains (S),20041,ANAKIE,Victoria
22490,Golden Plains (S),22345,STEIGLITZ,Victoria
22490,Golden Plains (S),22205,RUSSELLS BRIDGE,Victoria
22490,Golden Plains (S),22350,STONEHAVEN,Victoria
22490,Golden Plains (S),21823,MURGHEBOLUC,Victoria
22490,Golden Plains (S),20983,GHERINGHAP,Victoria
22490,Golden Plains (S),20164,BATESFORD,Victoria
22490,Golden Plains (S),21613,MAUDE,Victoria
22490,Golden Plains (S),22389,SUTHERLANDS CREEK,Victoria
22490,Golden Plains (S),20156,BARUNAH PARK,Victoria
22490,Golden Plains (S),21168,HESSE,Victoria
